nn_clf_ip_based
5.02721%
5.03565%
nn_clf_outlier
5.03565%
5.03636%
nn_clf_quartile
5.03636%
5.03715%
nn_clf_ip_based
4.50947%
5.00951%
nn_clf_outlier
5.00951%
nn_clf_ip_based
5.01444%
nn_clf_ip_based
5.02368%
nn_clf_ip_based
5.0346%
nn_clf_ip_based
5.03081%
5.03073%
nn_clf_outlier
5.03073%
nn_clf_outlier
5.00125%
4.98979%
nn_clf_quartile
4.98979%
4.9775%
